SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2230 George C Marshall Dr #812,Falls Church,VA,22043,349000,2,2.0,Renaissance 2230,1074,,1987,9,325,559,Active,,,http://www.redfin.com/VA/Falls-Church/2230-George-C-Marshall-Dr-22043/unit-812/home/9849501,MRIS,FX10205511,N,Y,38.9006936,-77.2138394
MLS Listing,,Condo/Co-op,4970 Battery Ln #409,Bethesda,MD,20814,350000,2,2.0,Sussex House,1088,,1963,9,322,783,Active,,,http://www.redfin.com/MD/Bethesda/4970-Battery-Ln-20814/unit-409/home/10684211,MRIS,MC10208263,N,Y,38.9919672,-77.1009167
MLS Listing,,Condo/Co-op,4201 Cathedral Ave NW Unit 1212E,Washington,DC,20016,265000,1,1.0,Wesley Heights,643,,1960,9,412,611,Active,,,http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-1212E/home/9952147,MRIS,DC10208292,N,Y,38.9307588,-77.0829996
MLS Listing,,Condo/Co-op,1001 Randolph St #102,Arlington,VA,22201,339900,1,1.0,Eastview At Ballston Metro,610,,2005,9,557,413,Active,,,http://www.redfin.com/VA/Arlington/1001-N-Randolph-St-22201/unit-102/home/11280341,MRIS,AR10208242,N,Y,38.8831226,-77.109
MLS Listing,,Condo/Co-op,4500 Four Mile Run #733,Arlington,VA,22204,299900,2,1.0,The Brittany,1043,,2005,9,288,500,Active,,,http://www.redfin.com/VA/Arlington/4500-S-Four-Mile-Run-Dr-22204/unit-733/home/11281993,MRIS,FX10208183,N,Y,38.854497,-77.105913
MLS Listing,,Condo/Co-op,3026 Wisconsin Ave NW #208,Washington,DC,20016,299900,1,1.0,Cleveland Park,463,,1930,9,648,323,Active,,,http://www.redfin.com/DC/Washington/3026-Wisconsin-Ave-NW-20016/unit-208/home/10190477,MRIS,DC10207911,N,Y,38.9302208,-77.0731491
MLS Listing,,Condo/Co-op,7420 Westlake Ter #1602,Bethesda,MD,20817,234900,2,2.0,Westlake Park Bldg B Cod,1077,,1976,9,218,907,Active,,,http://www.redfin.com/MD/Bethesda/7420-Westlake-Ter-20817/unit-1602/home/10906399,MRIS,MC10207694,N,Y,39.0259865,-77.1507183
MLS Listing,,Condo/Co-op,2511 Arlington Blvd #102,Arlington,VA,22201,264750,1,1.0,Cambridge Courts,642,,1943,9,412,316,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/2511-Arlington-Blvd-22201/unit-102/home/18555144,MRIS,AR10207667,N,Y,38.874608,-77.0862676
MLS Listing,,Condo/Co-op,3060 16th St NW #103,Washington,DC,20009,340000,1,1.0,Mount Pleasant,508,,1922,9,669,299,Active,,,http://www.redfin.com/DC/Washington/3060-16th-St-NW-20009/unit-103/home/10007557,MRIS,DC10206564,N,Y,38.9282933,-77.0368679
MLS Listing,,Condo/Co-op,118 Monroe St #1010,Rockville,MD,20850,210000,2,2.0,Americana Centre,1231,,1971,9,171,962,Active,April-29-2018 12:00 PM,April-29-2018 03:00 PM,http://www.redfin.com/MD/Rockville/118-Monroe-St-20850/unit-1010/home/145309886,MRIS,MC10207376,N,Y,39.0820527,-77.1478423
MLS Listing,,Condo/Co-op,1000 New Jersey Ave SE #721,Washington,DC,20003,379999,1,1.0,Old City #1,712,,2006,9,534,1014,Active,,,http://www.redfin.com/DC/Washington/1000-New-Jersey-Ave-SE-20003/unit-721/home/145309885,MRIS,DC10201700,N,Y,38.878061,-77.0043928
MLS Listing,,Condo/Co-op,4201 Cathedral Ave NW Unit 1407E,Washington,DC,20016,279000,1,1.0,Wesley Heights,888,,1960,10,314,777,Active,,,http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-1407E/home/9952197,MRIS,DC10207591,N,Y,38.9307588,-77.0829996
MLS Listing,,Condo/Co-op,10101 Grosvenor Pl #1710,North Bethesda,MD,20852,339900,2,1.0,10101 Grosvenor Park Cod,1108,,1986,10,307,577,Active,,,http://www.redfin.com/MD/Rockville/10101-Grosvenor-Pl-20852/unit-1710/home/11209136,MRIS,MC10205335,N,Y,39.0232354,-77.1046031
MLS Listing,,Condo/Co-op,7621 Tremayne Pl #205,Mclean,VA,22102,274900,2,1.0,The Colonies,966,,1974,10,285,585,Active,April-22-2018 02:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/McLean/7621-Tremayne-Pl-22102/unit-205/home/9400434,MRIS,FX10207421,N,Y,38.917963,-77.20697
MLS Listing,,Condo/Co-op,5225 Pooks Hill Rd Unit 1701N,Bethesda,MD,20814,315000,2,1.0,Promenade Towers Coop,1215,,1973,10,259,1137,Active,,,http://www.redfin.com/MD/Bethesda/5225-Pooks-Hill-Rd-20814/unit-1701N/home/113608561,MRIS,MC10207362,N,Y,39.0167159,-77.106924
MLS Listing,,Condo/Co-op,2848 Annandale Rd #325,Falls Church,VA,22042,185000,2,1.0,James Lee,682,,1966,10,271,357,Active,,,http://www.redfin.com/VA/Falls-Church/2848-Annandale-Rd-22042/unit-325/home/9554740,MRIS,FX10207269,N,Y,38.8752097,-77.1760267
MLS Listing,,Condo/Co-op,240 M St SW Unit E315,Washington,DC,20024,365000,1,1.0,Rla (sw),930,,1967,10,392,810,Active,,,http://www.redfin.com/DC/Washington/240-M-St-SW-20024/unit-E315/home/9886341,MRIS,DC10207154,N,Y,38.8754195,-77.0158124
MLS Listing,,Condo/Co-op,3620 Connecticut Ave NW #33,Washington,DC,20008,310000,1,1.0,Cleveland Park,610,,1926,10,508,470,Active,,,http://www.redfin.com/DC/Washington/3620-Connecticut-Ave-NW-20008/unit-33/home/19004076,MRIS,DC10207151,N,Y,38.9376685,-77.0600889
MLS Listing,,Condo/Co-op,900 Taylor St #629,Arlington,VA,22203,109000,1,1.0,The Jefferson,775,,1992,10,141,271,Active,,,http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-629/home/11246482,MRIS,AR10207125,N,Y,38.8812752,-77.1130095
MLS Listing,,Condo/Co-op,5754 Colorado Ave NW #302,Washington,DC,20011,349000,2,2.0,16th Street Heights,711,,1938,10,491,402,Active,April-22-2018 02:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/DC/Washington/5754-Colorado-Ave-NW-20011/unit-302/home/10349555,MRIS,DC10206864,N,Y,38.9600134,-77.0303815
MLS Listing,,Condo/Co-op,900 Taylor St #1524,Arlington,VA,22203,154900,1,1.0,The Jefferson Residential Condominium,775,,1992,10,200,3339,Active,,,http://www.redfin.com/VA/Arlington/900-N-Taylor-St-22203/unit-1524/home/11246638,MRIS,AR10206928,N,N,38.8812752,-77.1130095
MLS Listing,,Townhouse,8032 Quarry Ridge Way Unit 3B,Bethesda,MD,20817,389900,2,1.0,River Hill Codm,782,,1987,10,499,325,Active,,,http://www.redfin.com/MD/Bethesda/8032-Quarry-Ridge-Way-20817/unit-3B/home/10920306,MRIS,MC10206760,N,Y,38.9954556,-77.1634356
MLS Listing,,Condo/Co-op,2904 Willston Pl #201,Falls Church,VA,22044,155000,1,1.0,Villages At Falls Ch,578,,1952,10,268,293,Active,,,http://www.redfin.com/VA/Falls-Church/2904-Willston-Pl-22044/unit-201/home/143565182,MRIS,FX10206631,N,Y,38.8727189,-77.151677
MLS Listing,,Condo/Co-op,1220 Blair Mill Rd #610,Silver Spring,MD,20910,270900,1,1.0,Mica Codm @ Silver Sprin,820,,1968,10,330,681,Active,,,http://www.redfin.com/MD/Silver-Spring/1220-Blair-Mill-Rd-20910/unit-610/home/23467067,MRIS,MC10206445,N,Y,38.9894781,-77.0302241
MLS Listing,,Condo/Co-op,3510 16th St NW #104,Washington,DC,20010,385555,2,2.0,Mount Pleasant,578,,1920,10,667,380,Active,,,http://www.redfin.com/DC/Washington/3510-16th-St-NW-20010/unit-104/home/21645986,MRIS,DC10205541,N,Y,38.9349758,-77.0367369
MLS Listing,,Condo/Co-op,228 Thomas St N #4,Arlington,VA,22203,214900,1,1.0,Arlington Oaks Condominium,666,,1940,10,323,410,Active,,,http://www.redfin.com/VA/Arlington/228-N-Thomas-St-22203/unit-4/home/145304811,MRIS,AR10206325,N,Y,38.8715421,-77.1056043
MLS Listing,,Condo/Co-op,1300 Army Navy Dr #502,Arlington,VA,22202,279900,1,1.0,Horizon House,900,,1965,10,311,685,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/1300-Army-Navy-Dr-22202/unit-502/home/11275099,MRIS,AR10206157,N,Y,38.8635617,-77.0669817
MLS Listing,,Condo/Co-op,2651 Walter Reed Dr S Unit A,Arlington,VA,22206,315000,2,1.0,The Arlington,810,,1950,10,389,293,Active,,,http://www.redfin.com/VA/Arlington/2651-S-Walter-Reed-Dr-22206/unit-A/home/11268014,MRIS,AR10206107,N,Y,38.8415038,-77.1044515
MLS Listing,,Condo/Co-op,2880 Abingdon St Unit B1,Arlington,VA,22206,279999,1,1.0,Fairlington Village,711,,1944,10,394,234,Active,,,http://www.redfin.com/VA/Arlington/2880-S-Abingdon-St-22206/unit-B1/home/11268406,MRIS,AR10203563,N,Y,38.8400219,-77.0991803
MLS Listing,,Condo/Co-op,1510 12th St N #202,Arlington,VA,22209,345000,1,1.0,1510 Condo,895,,1972,10,385,508,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/1510-12th-St-N-22209/unit-202/home/11252267,MRIS,AR10203391,N,Y,38.8878381,-77.0746267
MLS Listing,,Condo/Co-op,7621 Provincial Dr #304,Mclean,VA,22102,245000,1,1.0,The Colonies,855,,1974,10,287,578,Active,,,http://www.redfin.com/VA/McLean/7621-Provincial-Dr-22102/unit-304/home/9459904,MRIS,FX10206076,N,Y,38.916755,-77.208967
MLS Listing,,Condo/Co-op,2301 25th St S Unit 4-108,Arlington,VA,22206,299900,1,1.0,Grove At Arlington,731,,2003,11,410,308,Active,,,http://www.redfin.com/VA/Arlington/2301-25th-St-S-22206/unit-4-108/home/11282300,MRIS,AR10205635,N,Y,38.8479099,-77.0760245
MLS Listing,,Condo/Co-op,1021 Arlington Blvd Unit 219E,Arlington,VA,22209,195000,1,1.0,River Place,716,,1955,11,272,493,Active,,,http://www.redfin.com/VA/Arlington/1021-Arlington-Blvd-22209/unit-219E/home/145303929,MRIS,AR10205639,N,Y,38.8929957,-77.0689033
MLS Listing,,Condo/Co-op,2991 Columbus St Unit A1,Arlington,VA,22206,399000,1,2.0,Fairlington Village,1490,,1944,11,268,367,Active,,,http://www.redfin.com/VA/Arlington/2991-S-Columbus-St-22206/unit-A1/home/11268615,MRIS,AR10186747,N,Y,38.8373867,-77.1001971
MLS Listing,,Condo/Co-op,12407 Braxfield Ct #494,Rockville,MD,20852,179000,2,1.0,Bethesda Park,840,,1970,11,213,525,Active,,,http://www.redfin.com/MD/Rockville/12407-Braxfield-Ct-20852/unit-494/home/10534073,MRIS,MC10205553,N,Y,39.057272,-77.1050513
MLS Listing,,Condo/Co-op,3606 Rock Creek Church Rd NW #204,Washington,DC,20010,299999,1,1.0,Columbia Heights,373,,1923,11,804,209,Active,,,http://www.redfin.com/DC/Washington/3606-Rock-Creek-Church-Rd-NW-20010/unit-204/home/143403544,MRIS,DC10205465,N,Y,38.9344575,-77.0264622
MLS Listing,,Condo/Co-op,4500 Four Mile Run Dr #433,Arlington,VA,22204,284900,2,1.0,Century South,1043,,2005,11,273,500,Active,,,http://www.redfin.com/VA/Arlington/4500-S-Four-Mile-Run-Dr-22204/unit-433/home/11281891,MRIS,AR10205111,N,Y,38.854497,-77.105913
MLS Listing,,Condo/Co-op,3333 University Blvd #1210,Kensington,MD,20895,189999,1,1.0,The Waterford,1201,,1964,11,158,662,Active,,,http://www.redfin.com/MD/Kensington/3333-University-Blvd-W-20895/unit-1210/home/143292060,MRIS,MC10192262,N,Y,39.0362045,-77.0670332
MLS Listing,,Condo/Co-op,1843 Mintwood Pl NW #110,Washington,DC,20009,390000,1,1.5,Kalorama,650,,1909,11,600,306,Active,,,http://www.redfin.com/DC/Washington/1843-Mintwood-Pl-NW-20009/unit-110/home/10002700,MRIS,DC10200882,N,Y,38.9213726,-77.0445593
MLS Listing,,Condo/Co-op,3010 Wisconsin Ave NW Unit B1,Washington,DC,20016,395000,1,1.0,Cleveland Park,715,,1930,12,552,500,Active,,,http://www.redfin.com/DC/Washington/3010-Wisconsin-Ave-NW-20016/unit-B1/home/10190232,MRIS,DC10204816,N,Y,38.929686,-77.0733102
MLS Listing,,Condo/Co-op,10524 Weymouth St #101,Bethesda,MD,20814,219900,1,1.0,Parkside Codm,788,,1962,12,279,362,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/MD/Bethesda/10524-Weymouth-St-20814/unit-101/home/143277362,MRIS,MC10204244,N,Y,39.029617,-77.0962932
MLS Listing,,Condo/Co-op,8315 North Brook Ln Unit 2-1204,Bethesda,MD,20814,295900,1,1.0,Whitehall Codm,827,,1965,12,358,696,Active,,,http://www.redfin.com/MD/Bethesda/8315-N-Brook-Ln-20814/unit-2-1204/home/145299067,MRIS,MC10204180,N,Y,38.9926097,-77.1030746
MLS Listing,,Condo/Co-op,118 Monroe St #310,Rockville,MD,20850,275000,2,2.0,Americana Centre,1231,,1971,12,223,962,Active,,,http://www.redfin.com/MD/Rockville/118-Monroe-St-20850/unit-310/home/10521295,MRIS,MC10203918,N,Y,39.0820527,-77.1478423
MLS Listing,,Single Family Residential,3003 Kingswell Dr,Wheaton,MD,20902,375000,4,2.5,Kingswell Sub,988,5576,1955,12,380,,Active,,,http://www.redfin.com/MD/Silver-Spring/3003-Kingswell-Dr-20902/home/11051775,MRIS,MC10188042,N,Y,39.0552509,-77.0613708
MLS Listing,,Condo/Co-op,5501 Seminary Rd Unit 715S,Falls Church,VA,22041,177000,1,1.0,Skyline Square,918,,1982,13,193,358,Active,,,http://www.redfin.com/VA/Falls-Church/5501-Seminary-Rd-22041/unit-715S/home/9661550,MRIS,FX10203683,N,Y,38.841973,-77.120213
MLS Listing,,Single Family Residential,4406 Clearfield Rd,Silver Spring,MD,20906,349900,5,2.0,Veirs Mill Village,648,6619,1946,13,540,,Active,,,http://www.redfin.com/MD/Silver-Spring/4406-Clearfield-Rd-20906/unit-FD/home/11002460,MRIS,MC10203588,N,Y,39.0576291,-77.0875414
MLS Listing,,Condo/Co-op,3701 Connecticut Ave NW #803,Washington,DC,20008,369000,1,1.0,Forest Hills,797,,1951,13,463,753,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/DC/Washington/3701-Connecticut-Ave-NW-20008/unit-803/home/9991197,MRIS,DC10203438,N,Y,38.9383349,-77.0592347
MLS Listing,,Condo/Co-op,501 Slaters Ln #306,Alexandria,VA,22314,339000,1,1.0,Marina Towers,840,,1970,13,404,544,Active,,,http://www.redfin.com/VA/Alexandria/501-Slaters-Ln-22314/unit-306/home/11864762,MRIS,AX10195606,N,Y,38.8225044,-77.041451
MLS Listing,,Condo/Co-op,3705 George Mason Dr S Unit 2403-S,Falls Church,VA,22041,219500,1,1.0,Skyline Plaza,958,,1975,13,229,470,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Falls-Church/3705-S-George-Mason-Dr-22041/unit-2403S/home/9658770,MRIS,FX10189822,N,Y,38.84292,-77.1137662
MLS Listing,,Condo/Co-op,1300 S Arlington Ridge Rd #103,Arlington,VA,22202,250000,1,1.0,The Cavendish,708,,1958,14,353,522,Active,,,http://www.redfin.com/VA/Arlington/1300-S-Arlington-Ridge-Rd-22202/unit-103/home/11275383,MRIS,AR10202898,N,Y,38.86185,-77.066951
MLS Listing,,Single Family Residential,9801 Grayson Ave,Silver Spring,MD,20901,399900,2,1.0,Argyle Park,1240,8250,1951,14,323,,Active,April-22-2018 02:00 PM,April-22-2018 05:00 PM,http://www.redfin.com/MD/Silver-Spring/9801-Grayson-Ave-20901/home/10952801,MRIS,MC10202837,N,Y,39.0157271,-77.0204849
MLS Listing,,Condo/Co-op,1011 Arlington Blvd #443,Arlington,VA,22209,174950,1,1.0,River Place,716,,1955,14,244,507,Active,,,http://www.redfin.com/VA/Arlington/1011-Arlington-Blvd-22209/unit-443/home/11253367,MRIS,AR10202777,N,Y,38.8921127,-77.0689033
MLS Listing,,Condo/Co-op,1300 Army Navy Dr #824,Arlington,VA,22202,275000,1,1.0,Horizon House,900,,1965,14,306,666,Active,,,http://www.redfin.com/VA/Arlington/1300-Army-Navy-Dr-22202/unit-824/home/11275211,MRIS,AR10202673,N,Y,38.8635617,-77.0669817
MLS Listing,,Condo/Co-op,1580 Spring Gate Dr #4409,Mclean,VA,22102,319900,1,1.0,Gates Of Mclean,690,,1997,14,464,376,Active,,,http://www.redfin.com/VA/McLean/1580-Spring-Gate-Dr-22102/unit-4409/home/9847242,MRIS,FX10202595,N,Y,38.9285349,-77.2100532
MLS Listing,,Condo/Co-op,3304 Coryell Ln #806,Alexandria,VA,22302,240000,1,1.0,Parkfairfax,805,,1941,14,298,405,Active,,,http://www.redfin.com/VA/Alexandria/3304-Coryell-Ln-22302/unit-806/home/145292909,MRIS,AX10202535,N,Y,38.835576,-77.0797842
MLS Listing,,Condo/Co-op,4069 Four Mile Run Dr #104,Arlington,VA,22204,314950,1,1.0,West Village Of Shirlington,818,,1966,15,385,291,Active,,,http://www.redfin.com/VA/Arlington/4069-S-Four-Mile-Run-Dr-22204/unit-104/home/12041784,MRIS,AR10202476,N,Y,38.8480358,-77.0962107
MLS Listing,,Condo/Co-op,7401 Westlake Ter #514,Bethesda,MD,20817,180000,1,1.0,Chelsea Towers Codm,882,,1979,15,204,437,Active,,,http://www.redfin.com/MD/Bethesda/7401-Westlake-Ter-20817/unit-514/home/10914547,MRIS,MC10202143,N,Y,39.0272687,-77.1514373
MLS Listing,,Condo/Co-op,2230 George C Marshall Dr #1015,Falls Church,VA,22043,359000,2,2.0,Renaissance 2230,1074,,1987,16,334,561,Active,,,http://www.redfin.com/VA/Falls-Church/2230-George-C-Marshall-Dr-22043/unit-1015/home/9849548,MRIS,FX10201921,N,Y,38.9006936,-77.2138394
MLS Listing,,Condo/Co-op,3245 Rio Dr #606,Falls Church,VA,22041,179000,1,1.0,Barcroft Hills,854,,1967,16,210,500,Active,,,http://www.redfin.com/VA/Falls-Church/3245-Rio-Dr-22041/unit-606/home/9645682,MRIS,FX10190732,N,Y,38.8583263,-77.1488309
MLS Listing,,Condo/Co-op,1571 Spring Gate Dr #6110,Mclean,VA,22102,305000,1,1.0,Gates Of Mclean,735,,1997,16,415,351,Active,,,http://www.redfin.com/VA/McLean/1571-Spring-Gate-Dr-22102/unit-6110/home/9847290,MRIS,FX10201734,N,Y,38.9293977,-77.2091682
MLS Listing,,Condo/Co-op,1021 Arlington Blvd #610,Arlington,VA,22209,135000,1,1.0,River Place,400,,1955,16,338,398,Active,,,http://www.redfin.com/VA/Arlington/1021-Arlington-Blvd-22209/unit-610/home/11253840,MRIS,AR10201711,N,Y,38.8929957,-77.0689033
MLS Listing,,Condo/Co-op,3502 Valley Dr #2131,Alexandria,VA,22302,330000,2,1.0,Parkfairfax,930,,1941,16,355,468,Active,April-22-2018 02:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Alexandria/3502-Valley-Dr-22302/unit-2131/home/145282138,MRIS,AX10201690,N,Y,38.8375292,-77.0794618
MLS Listing,,Condo/Co-op,4601 N Park Ave Unit 1403-C,Chevy Chase,MD,20815,375000,2,1.5,The Elizabeth,1149,,1975,16,326,1223,Active,,,http://www.redfin.com/MD/Chevy-Chase/4601-N-Park-Ave-20815/unit-1403-C/home/145363536,MRIS,MC10201657,N,Y,38.963879,-77.0913855
MLS Listing,,Condo/Co-op,4601 N PARK Ave Unit 1403-C,CHEVY CHASE,MD,20815,375000,2,1.5,CHEVY CHASE,1149,,1975,16,326,1223,Active,,,http://www.redfin.com/MD/Chevy-Chase/4601-N-Park-Ave-20815/unit-1403-C/home/144867111,BRIGHT MLS,1000364716,N,Y,38.963867,-77.0913528
MLS Listing,,Condo/Co-op,1001 Vermont St #912,Arlington,VA,22201,375000,1,1.0,Westview At Ballston Metro,667,,2005,16,562,393,Active,,,http://www.redfin.com/VA/Arlington/1001-N-Vermont-St-22201/unit-912/home/11280227,MRIS,AR10201624,N,Y,38.8828742,-77.1143324
MLS Listing,,Condo/Co-op,11505 Amherst Ave #4,Silver Spring,MD,20902,199900,2,1.0,Sierra Landing Codm,940,,1961,16,213,369,Active,,,http://www.redfin.com/MD/Silver-Spring/11505-Amherst-Ave-20902/unit-4/home/145293855,MRIS,MC10201614,N,Y,39.0441308,-77.0474565
MLS Listing,,Condo/Co-op,5225 Pooks Hill Rd Unit 602N,Bethesda,MD,20814,160000,1,1.0,Promenade Towers Coop,630,,1973,16,254,724,Active,,,http://www.redfin.com/MD/Bethesda/5225-Pooks-Hill-Rd-20814/unit-602N/home/12450771,MRIS,MC10201555,N,Y,39.0167159,-77.106924
MLS Listing,,Condo/Co-op,5225 Pooks Hill Rd Unit 1405S,Bethesda,MD,20814,155000,1,1.0,Promenade Towers Coop,630,,1973,16,246,737,Active,April-22-2018 01:30 PM,April-22-2018 03:30 PM,http://www.redfin.com/MD/Bethesda/5225-Pooks-Hill-Rd-20814/unit-1405S/home/12451308,MRIS,MC10201351,N,Y,39.0167159,-77.106924
MLS Listing,,Condo/Co-op,3101 Hampton Dr #510,Alexandria,VA,22302,269950,1,1.0,Northampton Place,885,,2004,16,305,581,Active,,,http://www.redfin.com/VA/Alexandria/3101-N-Hampton-Dr-22302/unit-510/home/11877264,MRIS,AX10201298,N,Y,38.8381428,-77.1055022
MLS Listing,,Condo/Co-op,4201 Lee Hwy #106,Arlington,VA,22207,245900,1,1.0,Stoneridge Knoll,809,,1965,16,304,602,Active,April-22-2018 12:00 PM,April-22-2018 03:00 PM,http://www.redfin.com/VA/Arlington/4201-Lee-Hwy-22207/unit-106/home/11233427,MRIS,AR10201065,N,Y,38.8972384,-77.112515
MLS Listing,,Condo/Co-op,3600 Glebe Rd Unit 414W,Arlington,VA,22202,339000,1,1.0,Eclipse On Center Park,669,,2006,16,507,323,Active,,,http://www.redfin.com/VA/Arlington/3600-S-Glebe-Rd-22202/unit-414W/home/12042669,MRIS,AR10200925,N,Y,38.8422316,-77.0516627
MLS Listing,,Condo/Co-op,2805 Arlington Blvd #201,Arlington,VA,22201,264950,1,1.0,Cambridge Courts,642,,1944,16,413,316,Active,,,http://www.redfin.com/VA/Arlington/2805-Arlington-Blvd-22201/unit-201/home/22038218,MRIS,AR10200920,N,Y,38.8743547,-77.0892256
MLS Listing,,Condo/Co-op,4000 Tunlaw Rd NW #227,Washington,DC,20007,275000,1,1.0,Glover Park,707,,1960,16,389,603,Active,,,http://www.redfin.com/DC/Washington/4000-Tunlaw-Rd-NW-20007/unit-227/home/145364346,MRIS,DC10200820,N,Y,38.9252674,-77.0804147
MLS Listing,,Condo/Co-op,5225 Pooks Hill Rd Unit 1406N,Bethesda,MD,20814,139000,1,1.0,Promenade Towers Coop,630,,1973,16,221,695,Active,,,http://www.redfin.com/MD/Bethesda/5225-Pooks-Hill-Rd-20814/unit-1406N/home/145280292,MRIS,MC10200788,N,Y,39.0167159,-77.106924
MLS Listing,,Condo/Co-op,2230 George C Marshall Dr #511,Falls Church,VA,22043,279900,1,1.0,Renaissance 2230,792,,1987,16,353,422,Active,,,http://www.redfin.com/VA/Falls-Church/2230-George-C-Marshall-Dr-22043/unit-511/home/9849436,MRIS,FX10200741,N,Y,38.9006936,-77.2138394
MLS Listing,,Condo/Co-op,3333 University Blvd #1004,Kensington,MD,20895,279900,2,2.0,The Waterford,1534,,1964,16,182,783,Active,April-22-2018 12:00 PM,April-22-2018 03:00 PM,http://www.redfin.com/MD/Kensington/3333-University-Blvd-W-20895/unit-1004/home/11092735,MRIS,MC10200743,N,Y,39.0361735,-77.0671046
MLS Listing,,Condo/Co-op,4822 29th St S Unit B1,Arlington,VA,22206,344900,2,1.0,Fairlington Villages,1032,,1944,16,334,330,Active,,,http://www.redfin.com/VA/Arlington/4822-29th-St-S-22206/unit-B1/home/11268717,MRIS,AR10198295,N,Y,38.8390201,-77.1012142
MLS Listing,,Condo/Co-op,1021 Arlington Blvd #334,Arlington,VA,22209,139900,1,1.0,River Place,383,,1955,17,365,281,Active,,,http://www.redfin.com/VA/Arlington/1021-Arlington-Blvd-22209/unit-334/home/11253731,MRIS,AR10193520,N,Y,38.8929957,-77.0689033
MLS Listing,,Condo/Co-op,3114 Wisconsin Ave NW #103,Washington,DC,20016,310000,1,1.0,Cleveland Park,740,,1964,17,419,544,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/DC/Washington/3114-Wisconsin-Ave-NW-20016/unit-103/home/12327580,MRIS,DC10200458,N,Y,38.9309496,-77.0731303
MLS Listing,,Condo/Co-op,1401 Columbia Rd NW #309,Washington,DC,20009,349000,1,1.0,Columbia Heights,525,,1913,17,665,211,Active,April-22-2018 02:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/DC/Washington/1401-Columbia-Rd-NW-20009/unit-309/home/10188201,MRIS,DC10200409,N,Y,38.9277042,-77.0329203
MLS Listing,,Condo/Co-op,2304 Greenery Ln Unit 302-15,Silver Spring,MD,20906,174900,2,1.5,Glenwaye Gardens,1029,,1971,17,170,535,Active,,,http://www.redfin.com/MD/Silver-Spring/2304-Greenery-Ln-20906/unit-302-15/home/11098667,MRIS,MC10200305,N,Y,39.0618503,-77.0505001
MLS Listing,,Condo/Co-op,1301 Delaware Ave SW Unit N-419,Washington,DC,20024,229000,1,1.0,Rla (sw),620,,1962,17,369,688,Active,,,http://www.redfin.com/DC/Washington/1301-Delaware-Ave-SW-20024/unit-N-419/home/145279503,MRIS,DC10200300,N,Y,38.8738327,-77.015449
MLS Listing,,Condo/Co-op,3100 Manchester St S #231,Falls Church,VA,22044,198000,2,2.0,Woodlake Towers,1054,,1972,17,188,711,Active,,,http://www.redfin.com/VA/Falls-Church/3100-S-Manchester-St-22044/unit-231/home/9569260,MRIS,FX10199997,N,Y,38.864211,-77.1363716
MLS Listing,,Condo/Co-op,3548 Martha Custis Dr #309,Alexandria,VA,22302,250000,1,1.0,Parkfairfax,805,,1941,17,311,405,Active,April-22-2018 02:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Alexandria/3548-Martha-Custis-Dr-22302/unit-309/home/143702108,MRIS,AX10199801,N,Y,38.8391022,-77.0833939
MLS Listing,,Condo/Co-op,1669 Columbia Rd NW Unit T-2,Washington,DC,20009,249000,1,1.0,Mount Pleasant,885,,1900,17,281,961,Active,,,http://www.redfin.com/DC/Washington/1669-Columbia-Rd-NW-20009/unit-T2/home/40028724,MRIS,DC10199542,N,Y,38.9257152,-77.0386806
MLS Listing,,Condo/Co-op,3245 Rio Dr #1011,Falls Church,VA,22041,145000,1,1.0,Barcroft Hills,854,,1967,17,170,500,Active,,,http://www.redfin.com/VA/Falls-Church/3245-Rio-Dr-22041/unit-1011/home/9645842,MRIS,FX10199469,N,Y,38.8583263,-77.1488309
